query_id,top1_id,sim1,top2_id,sim2,top3_id,sim3,found_in_top3
id_5010,id_5010,0.7748,id_8362,0.3908,id_3926,0.3513,True
id_5010,id_5010,0.7529,id_1514,0.3905,id_2354,0.3786,True
id_5010,id_5010,0.6726,id_9356,0.4112,id_2358,0.3967,True
id_5010,id_5010,0.6899,id_6623,0.4083,id_1514,0.4037,True
id_5010,id_5010,0.6549,id_4875,0.4710,id_8469,0.4563,True
id_5010,id_5010,0.6054,id_4875,0.4776,id_3917,0.3557,True
id_5010,id_5010,0.6843,id_1514,0.4655,id_1939,0.4317,True
id_5010,id_5010,0.4742,id_2480,0.3967,id_1226,0.3460,True
id_5010,id_5010,0.5944,id_3299,0.4017,id_792,0.3577,True
id_5010,id_5010,0.6774,id_3165,0.3787,id_2358,0.3748,True
id_5010,id_5010,0.7632,id_1514,0.3692,id_2101,0.3630,True
id_5010,id_5010,0.7665,id_8469,0.4183,id_4875,0.4122,True
id_5010,id_5010,0.6322,id_856,0.4865,id_1514,0.3970,True
id_5010,id_5010,0.6718,id_1514,0.4534,id_2590,0.3996,True
id_5010,id_5010,0.6406,id_8469,0.5069,id_1514,0.4775,True
id_5010,id_5010,0.7666,id_1514,0.4184,id_69,0.3938,True
id_6637,id_6637,0.5108,id_3563,0.3467,id_10085,0.3455,True
id_6637,id_6637,0.6233,id_9484,0.3560,id_9629,0.3402,True
id_6637,id_6637,0.6122,id_1381,0.3511,id_5962,0.3202,True
id_6637,id_6637,0.6207,id_6540,0.3271,id_856,0.2974,True
id_6637,id_6637,0.5295,id_9136,0.4010,id_9291,0.3191,True
id_6637,id_6637,0.6077,id_5509,0.4097,id_3095,0.3576,True
id_6637,id_6637,0.5441,id_10272,0.3497,id_8639,0.3256,True
id_6637,id_6637,0.5213,id_9271,0.4554,id_10272,0.3742,True
id_6637,id_6637,0.5836,id_792,0.3977,id_6934,0.3556,True
id_4583,id_4583,0.6585,id_3512,0.4342,id_2246,0.3528,True
id_4583,id_4583,0.7213,id_2582,0.4045,id_65,0.3696,True
id_4583,id_4583,0.5846,id_4059,0.4136,id_169,0.4057,True
id_4583,id_4583,0.7773,id_2582,0.3788,id_212,0.3370,True
id_4583,id_4583,0.7288,id_3794,0.4330,id_1752,0.4141,True
id_4583,id_4583,0.5271,id_5756,0.4181,id_3195,0.3972,True
id_4583,id_4583,0.7130,id_212,0.4068,id_526,0.3587,True
id_4583,id_4583,0.7107,id_3129,0.4476,id_1434,0.4470,True
id_4583,id_2701,0.3362,id_4118,0.3006,id_9393,0.2575,False
id_4583,id_4583,0.4670,id_4715,0.4374,id_3289,0.3785,True
id_4583,id_4583,0.6630,id_1752,0.4932,id_3129,0.3930,True
id_4583,id_4583,0.7981,id_1795,0.3669,id_1434,0.3602,True
id_4583,id_4583,0.6936,id_2582,0.4224,id_65,0.4024,True
id_4583,id_4583,0.8369,id_8425,0.4360,id_1752,0.3940,True
id_4583,id_6648,0.4116,id_3623,0.3789,id_6502,0.3552,False
id_4583,id_4583,0.6798,id_2560,0.4664,id_3735,0.4497,True
id_4583,id_4583,0.7668,id_1434,0.4014,id_1752,0.3627,True
id_4583,id_4583,0.7968,id_2108,0.4344,id_1434,0.3603,True
id_4583,id_4583,0.6635,id_4166,0.3995,id_1795,0.3455,True
id_4583,id_4583,0.5227,id_2134,0.3267,id_3153,0.3131,True
id_4583,id_4583,0.5772,id_5756,0.4635,id_3157,0.4260,True
id_7367,id_7367,0.5202,id_9181,0.4561,id_10131,0.4182,True
id_7367,id_7367,0.5434,id_6894,0.4965,id_5314,0.4350,True
id_7367,id_7367,0.6790,id_1096,0.4440,id_6568,0.4317,True
id_7367,id_7367,0.8041,id_6568,0.4330,id_1096,0.4303,True
id_7367,id_7367,0.6467,id_10507,0.4370,id_6568,0.4329,True
id_7367,id_7367,0.5511,id_701,0.4471,id_6899,0.3894,True
id_7367,id_7367,0.5641,id_1096,0.4523,id_8169,0.4237,True
id_7367,id_7367,0.6508,id_6568,0.4255,id_6894,0.4181,True
id_7367,id_7367,0.5847,id_6775,0.3465,id_1750,0.3320,True
id_7367,id_4570,0.3203,id_2842,0.3152,id_2670,0.3055,False
id_7367,id_7367,0.7129,id_6568,0.4763,id_1096,0.4689,True
id_7367,id_7367,0.4728,id_786,0.4250,id_8301,0.4104,True
id_7367,id_5222,0.4209,id_1712,0.3591,id_1312,0.3547,False
id_7367,id_7367,0.7350,id_6568,0.4454,id_1712,0.4160,True
id_7367,id_3257,0.3837,id_3492,0.3514,id_738,0.3500,False
id_7367,id_7367,0.6794,id_1096,0.4509,id_6568,0.4423,True
id_7367,id_7367,0.7253,id_6568,0.4607,id_6894,0.4086,True
id_7367,id_7367,0.4707,id_6894,0.3593,id_1096,0.3149,True
id_2101,id_5018,0.4809,id_2101,0.4484,id_7300,0.3710,True
id_2101,id_2101,0.6947,id_7218,0.4244,id_5018,0.3979,True
id_2101,id_4716,0.3127,id_4875,0.3051,id_1939,0.2804,False
id_2101,id_2101,0.5513,id_856,0.4208,id_1542,0.3598,True
id_2101,id_2101,0.5302,id_1750,0.3643,id_2358,0.3637,True
id_2101,id_2101,0.6377,id_5223,0.4086,id_4359,0.3967,True
id_2101,id_2101,0.7732,id_7218,0.4367,id_5018,0.3761,True
id_2101,id_2101,0.7251,id_5018,0.4668,id_2358,0.3987,True
id_2101,id_2101,0.4294,id_5273,0.4118,id_5018,0.3749,True
id_2101,id_2101,0.7728,id_7218,0.4117,id_2358,0.3981,True
id_2101,id_2101,0.6985,id_5018,0.4077,id_7079,0.3707,True
id_2101,id_2101,0.5911,id_7218,0.3514,id_2358,0.3505,True
id_2101,id_2101,0.5538,id_4820,0.3330,id_5018,0.2986,True
id_2101,id_2101,0.6967,id_5018,0.4039,id_2358,0.3863,True
id_2101,id_2101,0.7494,id_2358,0.4324,id_7218,0.4087,True
id_2101,id_2101,0.7101,id_856,0.4516,id_5273,0.4380,True
id_2101,id_2101,0.6008,id_5018,0.3935,id_4875,0.3740,True
id_2101,id_2101,0.6995,id_5018,0.4221,id_7079,0.3976,True
id_2101,id_2101,0.6995,id_7218,0.4006,id_2354,0.3772,True
id_2101,id_2101,0.6276,id_6005,0.4012,id_1824,0.3900,True
id_2101,id_2101,0.7713,id_7218,0.4222,id_2358,0.4129,True
id_2101,id_2101,0.7115,id_856,0.4538,id_2358,0.4471,True
id_4063,id_4063,0.5060,id_4436,0.4807,id_1795,0.4213,True
id_4063,id_4063,0.5459,id_216,0.3968,id_4353,0.3913,True
id_4063,id_4063,0.6691,id_4353,0.3931,id_4247,0.3920,True
id_4063,id_4063,0.4247,id_177,0.3821,id_1571,0.3801,True
id_4063,id_4247,0.3896,id_4063,0.3535,id_8472,0.3233,True
id_4063,id_4063,0.4177,id_7363,0.3527,id_1268,0.3499,True
id_4063,id_4063,0.4128,id_2798,0.3991,id_610,0.3806,True
id_4063,id_4063,0.2912,id_6380,0.2862,id_4059,0.2824,True
id_4063,id_4063,0.4814,id_3936,0.4147,id_10007,0.3804,True
id_4063,id_2383,0.4540,id_2629,0.4317,id_4247,0.4285,False
id_4063,id_4063,0.4417,id_233,0.3970,id_5750,0.3897,True
id_4063,id_4063,0.4092,id_952,0.3727,id_649,0.3572,True
id_6890,id_6890,0.6110,id_6457,0.3164,id_10345,0.3160,True
id_6890,id_6890,0.5335,id_2154,0.4224,id_6703,0.4054,True
id_6890,id_6890,0.4742,id_7980,0.3837,id_1047,0.3826,True
id_6890,id_6890,0.5838,id_8428,0.4397,id_6457,0.3921,True
id_6890,id_6890,0.6963,id_4716,0.4406,id_6457,0.3778,True
id_6890,id_6890,0.4973,id_4875,0.4050,id_1020,0.3988,True
id_6890,id_6890,0.5672,id_6218,0.3640,id_6457,0.3420,True
id_6890,id_6890,0.5735,id_8036,0.3887,id_8755,0.3698,True
id_6890,id_6890,0.5644,id_9288,0.3738,id_4063,0.3505,True
id_6890,id_6890,0.7087,id_7833,0.4612,id_6457,0.4609,True
id_6890,id_6890,0.6303,id_8755,0.4038,id_10343,0.3746,True
id_6890,id_6890,0.7231,id_4716,0.4208,id_8639,0.3684,True
id_6890,id_1292,0.4149,id_6284,0.3983,id_1020,0.3855,False
id_6890,id_6890,0.7067,id_7980,0.4283,id_8755,0.3763,True
id_6890,id_2701,0.3431,id_5310,0.2719,id_1046,0.2686,False
id_6890,id_6890,0.7325,id_4716,0.4979,id_1020,0.3642,True
id_6890,id_6890,0.7194,id_9931,0.3646,id_2801,0.3590,True
id_6890,id_6859,0.3805,id_9441,0.3566,id_470,0.3540,False
id_6890,id_6890,0.5888,id_6457,0.4333,id_4409,0.3885,True
id_6890,id_6890,0.5624,id_1047,0.4169,id_1020,0.4114,True
id_6890,id_6284,0.4228,id_3877,0.3188,id_4324,0.3111,False
id_6890,id_6890,0.6186,id_6457,0.4206,id_5251,0.3266,True
id_6890,id_6890,0.5491,id_9181,0.4688,id_4716,0.4199,True
id_6890,id_6890,0.6001,id_6350,0.4748,id_7925,0.4451,True
id_6890,id_6890,0.6395,id_365,0.4116,id_4875,0.4003,True
id_6890,id_6890,0.7108,id_4716,0.4210,id_6457,0.3630,True
id_6890,id_6890,0.5100,id_5251,0.3969,id_7833,0.3780,True
id_6890,id_6890,0.6475,id_6284,0.3359,id_9351,0.3153,True
id_6890,id_6890,0.6983,id_1001,0.4003,id_8036,0.3741,True
id_6890,id_6890,0.5665,id_10343,0.3695,id_6457,0.3637,True
id_6890,id_8639,0.4698,id_6890,0.4578,id_6457,0.3919,True
id_6890,id_6890,0.5075,id_10345,0.3966,id_6457,0.3596,True
id_6890,id_6890,0.6093,id_8639,0.3797,id_4716,0.3769,True
id_6890,id_6890,0.5827,id_6457,0.4298,id_4875,0.4194,True
id_6890,id_6890,0.5738,id_6457,0.3473,id_4716,0.3322,True
id_8949,id_8949,0.6170,id_1654,0.4387,id_420,0.4134,True
id_8949,id_8949,0.5028,id_7511,0.3245,id_2307,0.3145,True
id_8949,id_8949,0.6809,id_8385,0.4128,id_7879,0.3627,True
id_8949,id_8949,0.6070,id_3206,0.4276,id_9030,0.3978,True
id_8949,id_8949,0.7413,id_8385,0.4325,id_5212,0.3942,True
id_8949,id_8949,0.7226,id_8385,0.4072,id_5212,0.3577,True
id_8949,id_8949,0.4581,id_5441,0.3234,id_6213,0.3107,True
id_8949,id_8682,0.3559,id_2307,0.3206,id_5305,0.3115,False
id_8949,id_8949,0.7582,id_6423,0.4011,id_6537,0.3959,True
id_4840,id_4840,0.7379,id_5323,0.4286,id_1897,0.4107,True
id_4840,id_4840,0.4850,id_3537,0.4000,id_4323,0.3980,True
id_4840,id_4840,0.7742,id_1897,0.4419,id_564,0.3628,True
id_4840,id_4840,0.7059,id_1897,0.5683,id_9447,0.3926,True
id_4840,id_4840,0.5808,id_1897,0.4551,id_6642,0.4214,True
id_4840,id_4840,0.8033,id_1897,0.4116,id_6642,0.4020,True
id_4840,id_4840,0.6408,id_1750,0.4166,id_1897,0.4146,True
id_4840,id_4840,0.7367,id_1897,0.3450,id_3159,0.3140,True
id_4840,id_4840,0.7612,id_1897,0.4346,id_9018,0.3399,True
id_4840,id_4840,0.4641,id_1897,0.4305,id_564,0.4246,True
id_4840,id_4840,0.7234,id_1897,0.5334,id_10131,0.4718,True
id_4840,id_4840,0.7307,id_1897,0.3743,id_497,0.3504,True
id_4840,id_4840,0.6496,id_1312,0.3819,id_1913,0.3490,True
id_4840,id_4840,0.7278,id_1897,0.4828,id_2775,0.3722,True
id_1700,id_786,0.3112,id_2246,0.3078,id_4972,0.2987,False
id_1700,id_1700,0.7883,id_856,0.3615,id_248,0.3330,True
id_1700,id_1761,0.4429,id_3942,0.3995,id_5173,0.3702,False
id_1700,id_1700,0.7064,id_3153,0.3534,id_9051,0.3466,True
id_1700,id_1700,0.4858,id_2101,0.3126,id_7184,0.3034,True
id_1700,id_1700,0.6260,id_4006,0.3709,id_3153,0.3301,True
id_1700,id_1700,0.7928,id_7413,0.3908,id_261,0.3385,True
id_1700,id_1700,0.7020,id_1321,0.3776,id_69,0.3642,True
id_1700,id_1700,0.6211,id_6011,0.3376,id_6890,0.2868,True
id_1700,id_8781,0.4113,id_6890,0.3465,id_4358,0.3272,False
id_1700,id_1700,0.3823,id_7917,0.2892,id_5426,0.2805,True
id_1700,id_1700,0.8164,id_886,0.4164,id_261,0.3387,True
id_6775,id_6775,0.6718,id_4123,0.4036,id_4749,0.3931,True
id_6775,id_6775,0.5604,id_6278,0.4771,id_9032,0.4552,True
id_6775,id_596,0.3619,id_3923,0.3368,id_6423,0.3367,False
id_6775,id_6775,0.4621,id_2878,0.3337,id_3039,0.3302,True
id_6775,id_6775,0.5178,id_10500,0.4159,id_9809,0.4033,True
id_6775,id_248,0.5607,id_2435,0.3832,id_9288,0.3552,False
id_6775,id_6775,0.6836,id_9032,0.4362,id_3902,0.4134,True
id_6775,id_5520,0.3651,id_6042,0.3041,id_252,0.2919,False
id_6775,id_6775,0.6750,id_4123,0.4380,id_3934,0.4224,True
id_6775,id_6775,0.4861,id_6523,0.4090,id_3218,0.4080,True
id_6775,id_6775,0.6495,id_4123,0.4095,id_6894,0.3975,True
id_6775,id_3341,0.4145,id_7568,0.4048,id_7988,0.3973,False
id_886,id_886,0.7596,id_261,0.3634,id_5336,0.3632,True
id_886,id_10540,0.3811,id_2801,0.3597,id_7888,0.3236,False
id_886,id_886,0.4196,id_9181,0.4064,id_6890,0.3423,True
id_886,id_886,0.5740,id_4358,0.4643,id_168,0.3390,True
id_886,id_886,0.7051,id_1700,0.3892,id_4358,0.3554,True
id_886,id_886,0.7229,id_261,0.3534,id_3207,0.3224,True
id_886,id_886,0.7724,id_3207,0.3616,id_9155,0.2965,True
id_886,id_886,0.6508,id_9155,0.4202,id_8685,0.3004,True
id_886,id_886,0.6835,id_261,0.3945,id_6011,0.3583,True
id_886,id_886,0.7440,id_3855,0.4204,id_7184,0.4084,True
id_886,id_886,0.7509,id_261,0.3702,id_7184,0.3668,True
id_886,id_886,0.4674,id_6839,0.3556,id_4047,0.3543,True
id_886,id_886,0.7690,id_3855,0.3522,id_9496,0.3277,True
id_886,id_886,0.6582,id_4358,0.4128,id_1700,0.3414,True
id_886,id_886,0.6049,id_1744,0.3286,id_6011,0.3179,True
id_886,id_886,0.7185,id_9155,0.3355,id_3207,0.3100,True
id_886,id_886,0.7302,id_261,0.3521,id_5550,0.3326,True
id_886,id_886,0.7947,id_9155,0.3915,id_10178,0.3476,True
id_886,id_886,0.7096,id_9155,0.3261,id_8641,0.3066,True
id_886,id_886,0.5690,id_4975,0.4448,id_7184,0.3795,True
id_886,id_886,0.6131,id_1127,0.3757,id_2293,0.3551,True
id_886,id_886,0.6687,id_3207,0.3735,id_1700,0.3318,True
id_886,id_886,0.4579,id_6011,0.3994,id_2361,0.3832,True
id_886,id_886,0.6392,id_69,0.3514,id_3866,0.3375,True
id_886,id_886,0.5015,id_8677,0.4423,id_1292,0.3988,True
id_886,id_886,0.6289,id_1744,0.3560,id_9496,0.3399,True
id_886,id_886,0.7452,id_3855,0.3376,id_2672,0.3355,True
id_886,id_886,0.7170,id_3855,0.3537,id_8677,0.3517,True
id_886,id_886,0.5367,id_6011,0.4616,id_9051,0.3502,True
id_886,id_886,0.6444,id_3855,0.3582,id_4047,0.3343,True
id_886,id_886,0.5660,id_2520,0.3637,id_8417,0.3558,True
id_886,id_886,0.6234,id_3855,0.4182,id_8677,0.4047,True
id_886,id_886,0.5862,id_261,0.4042,id_7184,0.3421,True
id_886,id_886,0.5911,id_1744,0.3717,id_4897,0.3668,True
id_886,id_1913,0.3653,id_3407,0.3442,id_3095,0.3224,False
id_886,id_886,0.5530,id_9155,0.3917,id_2520,0.3434,True
id_886,id_886,0.6001,id_4358,0.4182,id_1127,0.3893,True
id_886,id_886,0.4827,id_8811,0.4644,id_4125,0.3902,True
id_886,id_886,0.6611,id_3207,0.4465,id_9155,0.4041,True
id_886,id_886,0.6851,id_9155,0.3487,id_6030,0.2976,True
id_886,id_886,0.7930,id_261,0.3957,id_3207,0.3678,True
id_886,id_886,0.5981,id_9155,0.4414,id_555,0.4076,True
id_886,id_886,0.5613,id_555,0.3224,id_5550,0.3175,True
id_886,id_886,0.7549,id_3207,0.3755,id_261,0.3701,True
id_886,id_886,0.7018,id_9155,0.3981,id_7300,0.3780,True
id_886,id_886,0.6537,id_6011,0.3898,id_168,0.3663,True
id_886,id_886,0.6821,id_1700,0.3887,id_261,0.3554,True
id_886,id_886,0.7911,id_261,0.4053,id_1700,0.3687,True
id_886,id_5278,0.3502,id_10498,0.2757,id_7149,0.2686,False
id_886,id_886,0.7017,id_10178,0.3800,id_6011,0.3680,True
id_886,id_886,0.7274,id_3207,0.4156,id_9155,0.3442,True
id_886,id_6430,0.3658,id_3538,0.3556,id_10475,0.3261,False
id_886,id_886,0.5508,id_1761,0.3691,id_4358,0.3665,True
id_886,id_886,0.7554,id_3855,0.3486,id_3207,0.3404,True
id_886,id_886,0.5766,id_792,0.3667,id_4373,0.3373,True
id_886,id_7988,0.3906,id_7568,0.3846,id_6642,0.3781,False
id_886,id_886,0.7821,id_7184,0.4112,id_1700,0.3580,True
id_886,id_886,0.6458,id_261,0.3088,id_6816,0.3027,True
id_886,id_886,0.7613,id_261,0.4147,id_3855,0.4098,True
id_886,id_886,0.6998,id_4897,0.3025,id_7925,0.2837,True
id_886,id_886,0.7488,id_3207,0.3684,id_5509,0.3613,True
id_886,id_886,0.6745,id_1700,0.3253,id_261,0.3090,True
id_886,id_886,0.4672,id_7968,0.3466,id_882,0.3117,True
id_886,id_886,0.7911,id_3855,0.4056,id_7184,0.3983,True
id_886,id_886,0.6315,id_5232,0.3002,id_168,0.2801,True
id_886,id_886,0.7435,id_9155,0.3520,id_7184,0.3327,True
id_886,id_886,0.6106,id_7184,0.4677,id_555,0.4201,True
id_886,id_1535,0.2950,id_1694,0.2946,id_1795,0.2904,False
id_886,id_886,0.6725,id_9155,0.3714,id_10178,0.3260,True
id_886,id_9695,0.3607,id_69,0.3603,id_4358,0.3163,False
id_886,id_886,0.6905,id_1127,0.3722,id_4358,0.3364,True
id_886,id_886,0.7726,id_261,0.3635,id_5282,0.3282,True
id_2833,id_2833,0.5304,id_1155,0.4098,id_4984,0.3948,True
id_2833,id_2833,0.7313,id_7917,0.4509,id_5962,0.3945,True
id_2833,id_2833,0.7370,id_1357,0.3703,id_1897,0.3687,True
id_2833,id_2833,0.7864,id_5962,0.5027,id_7917,0.4307,True
id_2833,id_2833,0.8037,id_1897,0.5025,id_3492,0.4354,True
id_2833,id_2833,0.6580,id_3492,0.4590,id_1824,0.4339,True
id_2833,id_2833,0.7631,id_1155,0.4030,id_1897,0.3938,True
id_2833,id_2833,0.7702,id_1897,0.4449,id_1357,0.3763,True
id_2833,id_2833,0.8137,id_1897,0.5033,id_7917,0.4726,True
id_2833,id_2833,0.7599,id_5962,0.4786,id_1381,0.3984,True
id_2833,id_2833,0.7178,id_5962,0.4957,id_1381,0.4075,True
id_2833,id_2833,0.7420,id_1155,0.4324,id_701,0.4182,True
id_800,id_800,0.6008,id_4922,0.4191,id_7484,0.3901,True
id_800,id_800,0.5650,id_9753,0.4343,id_7182,0.4102,True
id_800,id_800,0.6110,id_6731,0.4725,id_8470,0.4377,True
id_800,id_8027,0.4179,id_800,0.4043,id_8418,0.3339,True
id_800,id_800,0.6909,id_1888,0.5240,id_8470,0.4746,True
id_800,id_800,0.4516,id_2354,0.3368,id_7484,0.3231,True
id_800,id_800,0.6865,id_2726,0.4279,id_8470,0.4178,True
id_800,id_800,0.6948,id_8902,0.4358,id_6423,0.4197,True
id_800,id_800,0.4602,id_9753,0.4452,id_7484,0.4152,True
id_800,id_800,0.5991,id_5689,0.4794,id_6731,0.4430,True
id_800,id_800,0.6574,id_1888,0.4773,id_8470,0.4661,True
id_800,id_800,0.4323,id_3646,0.3639,id_8183,0.3280,True
id_800,id_800,0.6816,id_9753,0.4648,id_1888,0.4390,True
id_800,id_800,0.5943,id_3926,0.4649,id_6749,0.4417,True
id_800,id_800,0.5905,id_8470,0.4981,id_1888,0.3883,True
id_800,id_800,0.7084,id_1888,0.5560,id_6731,0.4822,True
id_800,id_800,0.5090,id_8902,0.4262,id_2726,0.4192,True
id_800,id_800,0.7075,id_7484,0.5002,id_6749,0.4318,True
id_800,id_800,0.4647,id_3926,0.3079,id_9356,0.3011,True
id_800,id_9291,0.3960,id_800,0.3945,id_1884,0.3903,True
id_800,id_800,0.7396,id_2354,0.5114,id_9753,0.4636,True
id_800,id_800,0.5339,id_2520,0.4105,id_9447,0.3709,True
id_800,id_800,0.7301,id_6749,0.4892,id_1888,0.4559,True
id_800,id_800,0.5994,id_9037,0.4023,id_8470,0.3617,True
id_800,id_800,0.7152,id_1888,0.5529,id_3926,0.4714,True
id_800,id_800,0.6386,id_2354,0.5071,id_6731,0.4123,True
id_800,id_800,0.5687,id_6731,0.5181,id_9840,0.4676,True
id_800,id_800,0.5576,id_6833,0.4242,id_556,0.3878,True
id_800,id_800,0.7485,id_1888,0.5023,id_8470,0.4391,True
id_800,id_800,0.7212,id_6749,0.4700,id_8470,0.4664,True
id_800,id_800,0.6879,id_1888,0.4710,id_5689,0.4532,True
id_800,id_800,0.5625,id_8470,0.4396,id_1888,0.4259,True
id_800,id_800,0.7042,id_1888,0.4878,id_8470,0.3933,True
id_8037,id_8037,0.6007,id_904,0.4116,id_2724,0.3940,True
id_8037,id_8037,0.8071,id_5520,0.3409,id_6213,0.3203,True
id_8037,id_8037,0.7402,id_1644,0.3952,id_2712,0.3780,True
id_8037,id_8037,0.7949,id_4659,0.4075,id_6278,0.3906,True
id_8037,id_8037,0.7816,id_1762,0.3578,id_5290,0.3446,True
id_8037,id_8037,0.8496,id_6537,0.3917,id_2,0.3378,True
id_8037,id_8037,0.7125,id_5290,0.3389,id_252,0.3206,True
id_8037,id_8037,0.6454,id_3051,0.4093,id_2,0.4012,True
id_8037,id_8037,0.6458,id_5213,0.3170,id_9905,0.3039,True
id_8037,id_8037,0.7698,id_4938,0.3473,id_2712,0.3431,True
id_8037,id_8037,0.7984,id_2712,0.3813,id_3902,0.3655,True
id_8037,id_8037,0.7389,id_5290,0.3992,id_4938,0.3532,True
id_8037,id_8037,0.8357,id_2,0.3734,id_9891,0.3464,True
id_8037,id_8037,0.7690,id_1644,0.3717,id_5290,0.3403,True
id_8037,id_8037,0.8055,id_8417,0.3829,id_5290,0.3419,True
id_8037,id_8037,0.8336,id_2,0.3322,id_4972,0.3264,True
id_8037,id_8037,0.7698,id_4938,0.4361,id_1644,0.3947,True
id_8037,id_8037,0.7414,id_3051,0.3832,id_4938,0.3673,True
id_6005,id_6005,0.6186,id_856,0.5396,id_4893,0.4186,True
id_6005,id_6005,0.4795,id_856,0.4724,id_1381,0.4641,True
id_6005,id_2520,0.3666,id_5818,0.3571,id_6703,0.3466,False
id_6005,id_6005,0.5786,id_856,0.4668,id_2101,0.4120,True
id_6005,id_6005,0.6306,id_2149,0.4008,id_4511,0.3650,True
id_6005,id_8301,0.4308,id_7666,0.3967,id_6642,0.3937,False
id_6005,id_6005,0.6827,id_7917,0.4064,id_4532,0.3878,True
id_6005,id_6005,0.7015,id_2358,0.4227,id_856,0.3904,True
id_6104,id_6104,0.5689,id_4433,0.3058,id_4675,0.3001,True
id_6104,id_6104,0.7904,id_1350,0.3817,id_6321,0.3354,True
id_6104,id_6104,0.7252,id_831,0.4535,id_4869,0.3416,True
id_6104,id_8627,0.3582,id_2439,0.3574,id_10203,0.3454,False
id_6104,id_6104,0.7272,id_6321,0.4030,id_831,0.3968,True
id_6104,id_6104,0.5914,id_7511,0.4041,id_8170,0.3803,True
id_6104,id_6104,0.7944,id_4869,0.3805,id_1350,0.3508,True
id_6104,id_6104,0.7153,id_8170,0.3760,id_7511,0.3074,True
id_6104,id_6104,0.8417,id_1350,0.3554,id_4869,0.3468,True
id_9809,id_9809,0.6194,id_6319,0.3865,id_3578,0.3624,True
id_9809,id_9809,0.7891,id_3578,0.4596,id_4174,0.3798,True
id_9809,id_9809,0.7455,id_7709,0.4318,id_2288,0.4297,True
id_9809,id_9809,0.7656,id_2288,0.4009,id_3218,0.3602,True
id_9809,id_9809,0.8296,id_2623,0.4443,id_4820,0.4388,True
id_9809,id_9809,0.7326,id_3578,0.4552,id_7947,0.4012,True
id_9809,id_9809,0.7321,id_3578,0.5441,id_2623,0.4204,True
id_9809,id_9809,0.8446,id_3578,0.4846,id_3569,0.4174,True
id_5951,id_5951,0.4658,id_7904,0.4401,id_7522,0.4116,True
id_5951,id_904,0.3904,id_9699,0.3698,id_2832,0.3432,False
id_5951,id_5951,0.5452,id_6115,0.3944,id_8425,0.3806,True
id_5951,id_5951,0.5495,id_1154,0.3648,id_3281,0.3477,True
id_5951,id_5951,0.4682,id_5131,0.4620,id_8959,0.3692,True
id_5951,id_5951,0.4308,id_2987,0.3579,id_4433,0.3515,True
id_5951,id_5951,0.5457,id_2136,0.3668,id_3735,0.3635,True
id_5951,id_5951,0.6344,id_1762,0.4036,id_8423,0.3899,True
id_5951,id_9030,0.3872,id_9046,0.3611,id_4938,0.3599,False
id_7703,id_7703,0.6026,id_9668,0.3979,id_8088,0.3848,True
id_7703,id_7703,0.6007,id_2576,0.4065,id_9668,0.3948,True
id_7703,id_7703,0.8117,id_8641,0.3631,id_10468,0.3563,True
id_7703,id_7703,0.7730,id_4821,0.4110,id_1767,0.3858,True
id_7703,id_7703,0.3716,id_8044,0.3521,id_10468,0.3462,True
id_7703,id_7703,0.5391,id_4748,0.4774,id_4821,0.4722,True
id_7703,id_7703,0.7766,id_2576,0.3866,id_2724,0.3851,True
id_7703,id_7703,0.6214,id_6938,0.4019,id_7381,0.3983,True
id_7703,id_7703,0.7507,id_2576,0.4109,id_2724,0.4050,True
id_7703,id_7703,0.6014,id_6938,0.3769,id_9707,0.3767,True
id_7703,id_7703,0.8048,id_8200,0.3877,id_2724,0.3587,True
id_9517,id_2701,0.3077,id_1046,0.2861,id_5310,0.2746,False
id_9517,id_9517,0.5995,id_6741,0.3522,id_10532,0.3428,True
id_9517,id_9517,0.4643,id_5509,0.4496,id_3754,0.4326,True
id_9517,id_9517,0.4919,id_9051,0.3879,id_8977,0.3621,True
id_9517,id_4956,0.3587,id_9517,0.3572,id_2108,0.3432,True
id_9517,id_2701,0.3259,id_1046,0.3139,id_1612,0.2689,False
id_9517,id_9517,0.6578,id_5509,0.4245,id_8637,0.3888,True
id_9517,id_9517,0.5423,id_6543,0.3522,id_10482,0.3513,True
id_9517,id_9517,0.5053,id_4716,0.3643,id_6543,0.3443,True
id_9517,id_9517,0.5629,id_4956,0.4771,id_8637,0.4754,True
id_9517,id_9517,0.5634,id_8637,0.4065,id_3289,0.3728,True
id_9517,id_9517,0.4480,id_4956,0.3885,id_2801,0.3650,True
id_9517,id_9517,0.4930,id_3754,0.3996,id_9171,0.3798,True
id_9517,id_9517,0.5328,id_3754,0.3973,id_9051,0.3498,True
id_9517,id_9517,0.5079,id_7980,0.3879,id_9051,0.3491,True
id_7567,id_7567,0.5954,id_2987,0.4156,id_4317,0.3987,True
id_7567,id_7567,0.6494,id_2878,0.4342,id_6466,0.3737,True
id_7567,id_7567,0.6025,id_2878,0.3731,id_1597,0.3280,True
id_7567,id_5896,0.4324,id_1752,0.4135,id_786,0.3885,False
id_7567,id_7567,0.5301,id_1268,0.3738,id_5593,0.3512,True
id_7567,id_7567,0.5852,id_8200,0.3821,id_2589,0.3717,True
id_7567,id_7567,0.7159,id_2878,0.4330,id_2589,0.3303,True
id_7567,id_7567,0.6846,id_2878,0.4227,id_2478,0.3839,True
id_7567,id_7567,0.6748,id_6466,0.4090,id_8200,0.3483,True
